#   t       A            B            C            D
0.166000 2.7213668511 0.4230093416 0.0000000000 0.0000000000
0.167000 2.7217909826 0.4252535731 0.0000000000 0.0000000000
0.168000 2.7222173560 0.4274931096 0.0000000000 0.0000000000
0.169000 2.7226459665 0.4297279363 0.0000000000 0.0000000000
0.170000 2.7230768095 0.4319580386 0.0000000000 0.0000000000
0.171000 2.7235098803 0.4341834018 0.0000000000 0.0000000000
0.172000 2.7239451740 0.4364040118 0.0000000000 0.0000000000
0.173000 2.7243826860 0.4386198543 0.0000000000 0.0000000000
0.174000 2.7248224114 0.4408309154 0.0000000000 0.0000000000
0.175000 2.7252643455 0.4430371813 0.0000000000 0.0000000000
0.176000 2.7257084835 0.4452386385 0.0000000000 0.0000000000
0.177000 2.7261548205 0.4474352735 0.0000000000 0.0000000000
0.178000 2.7266033517 0.4496270732 0.0000000000 0.0000000000
0.179000 2.7270540723 0.4518140246 0.0000000000 0.0000000000
0.180000 2.7275069775 0.4539961147 0.0000000000 0.0000000000
0.181000 2.7279620623 0.4561733310 0.0000000000 0.0000000000
0.182000 2.7284193218 0.4583456610 0.0000000000 0.0000000000
0.183000 2.7288787513 0.4605130924 0.0000000000 0.0000000000
0.184000 2.7293403457 0.4626756132 0.0000000000 0.0000000000
0.185000 2.7298041002 0.4648332113 0.0000000000 0.0000000000
0.186000 2.7302700098 0.4669858752 0.0000000000 0.0000000000
0.187000 2.7307380696 0.4691335932 0.0000000000 0.0000000000
0.188000 2.7312082747 0.4712763540 0.0000000000 0.0000000000
0.189000 2.7316806200 0.4734141464 0.0000000000 0.0000000000
0.190000 2.7321551006 0.4755469594 0.0000000000 0.0000000000
0.191000 2.7326317116 0.4776747823 0.0000000000 0.0000000000
0.192000 2.7331104479 0.4797976043 0.0000000000 0.0000000000
0.193000 2.7335913045 0.4819154151 0.0000000000 0.0000000000
0.194000 2.7340742764 0.4840282044 0.0000000000 0.0000000000
0.195000 2.7345593586 0.4861359621 0.0000000000 0.0000000000
0.196000 2.7350465460 0.4882386783 0.0000000000 0.0000000000
0.197000 2.7355358336 0.4903363433 0.0000000000 0.0000000000
0.198000 2.7360272164 0.4924289475 0.0000000000 0.0000000000
0.199000 2.7365206892 0.4945164816 0.0000000000 0.0000000000
0.200000 2.7370162470 0.4965989365 0.0000000000 0.0000000000
0.201000 2.7375138848 0.4986763030 0.0000000000 0.0000000000
0.202000 2.7380135973 0.5007485724 0.0000000000 0.0000000000
0.203000 2.7385153796 0.5028157361 0.0000000000 0.0000000000
0.204000 2.7390192265 0.5048777856 0.0000000000 0.0000000000
0.205000 2.7395251329 0.5069347125 0.0000000000 0.0000000000
0.206000 2.7400330936 0.5089865088 0.0000000000 0.0000000000
0.207000 2.7405431036 0.5110331666 0.0000000000 0.0000000000
0.208000 2.7410551576 0.5130746780 0.0000000000 0.0000000000
0.209000 2.7415692506 0.5151110355 0.0000000000 0.0000000000
0.210000 2.7420853774 0.5171422316 0.0000000000 0.0000000000
0.211000 2.7426035328 0.5191682592 0.0000000000 0.0000000000
0.212000 2.7431237116 0.5211891112 0.0000000000 0.0000000000
0.213000 2.7436459087 0.5232047806 0.0000000000 0.0000000000
0.214000 2.7441701189 0.5252152608 0.0000000000 0.0000000000
0.215000 2.7446963369 0.5272205452 0.0000000000 0.0000000000
0.216000 2.7452245576 0.5292206274 0.0000000000 0.0000000000
0.217000 2.7457547759 0.5312155012 0.0000000000 0.0000000000
0.218000 2.7462869863 0.5332051607 0.0000000000 0.0000000000
0.219000 2.7468211839 0.5351895998 0.0000000000 0.0000000000
0.220000 2.7473573632 0.5371688129 0.0000000000 0.0000000000
0.221000 2.7478955192 0.5391427946 0.0000000000 0.0000000000
0.222000 2.7484356465 0.5411115393 0.0000000000 0.0000000000
0.223000 2.7489777400 0.5430750420 0.0000000000 0.0000000000
0.224000 2.7495217943 0.5450332976 0.0000000000 0.0000000000
0.225000 2.7500678043 0.5469863012 0.0000000000 0.0000000000
0.226000 2.7506157646 0.5489340481 0.0000000000 0.0000000000
0.227000 2.7511656701 0.5508765338 0.0000000000 0.0000000000
0.228000 2.7517175154 0.5528137540 0.0000000000 0.0000000000
0.229000 2.7522712953 0.5547457043 0.0000000000 0.0000000000
0.230000 2.7528270045 0.5566723809 0.0000000000 0.0000000000
0.231000 2.7533846378 0.5585937797 0.0000000000 0.0000000000
0.232000 2.7539441898 0.5605098970 0.0000000000 0.0000000000
0.233000 2.7545056553 0.5624207293 0.0000000000 0.0000000000
0.234000 2.7550690290 0.5643262733 0.0000000000 0.0000000000
0.235000 2.7556343056 0.5662265255 0.0000000000 0.0000000000
0.236000 2.7562014798 0.5681214830 0.0000000000 0.0000000000
0.237000 2.7567705463 0.5700111428 0.0000000000 0.0000000000
0.238000 2.7573414998 0.5718955022 0.0000000000 0.0000000000
0.239000 2.7579143350 0.5737745585 0.0000000000 0.0000000000
0.240000 2.7584890466 0.5756483092 0.0000000000 0.0000000000
0.241000 2.7590656294 0.5775167521 0.0000000000 0.0000000000
0.242000 2.7596440779 0.5793798849 0.0000000000 0.0000000000
0.243000 2.7602243869 0.5812377057 0.0000000000 0.0000000000
0.244000 2.7608065510 0.5830902127 0.0000000000 0.0000000000
0.245000 2.7613905650 0.5849374041 0.0000000000 0.0000000000
0.246000 2.7619764236 0.5867792783 0.0000000000 0.0000000000
0.247000 2.7625641213 0.5886158340 0.0000000000 0.0000000000
0.248000 2.7631536530 0.5904470700 0.0000000000 0.0000000000
0.249000 2.7637450132 0.5922729850 0.0000000000 0.0000000000
0.250000 2.7643381967 0.5940935782 0.0000000000 0.0000000000
0.251000 2.7649331981 0.5959088488 0.0000000000 0.0000000000
0.252000 2.7655300122 0.5977187960 0.0000000000 0.0000000000
0.253000 2.7661286335 0.5995234193 0.0000000000 0.0000000000
0.254000 2.7667290568 0.6013227184 0.0000000000 0.0000000000
0.255000 2.7673312767 0.6031166931 0.0000000000 0.0000000000
0.256000 2.7679352879 0.6049053432 0.0000000000 0.0000000000
0.257000 2.7685410852 0.6066886688 0.0000000000 0.0000000000
0.258000 2.7691486630 0.6084666700 0.0000000000 0.0000000000
0.259000 2.7697580163 0.6102393473 0.0000000000 0.0000000000
0.260000 2.7703691395 0.6120067010 0.0000000000 0.0000000000
0.261000 2.7709820275 0.6137687319 0.0000000000 0.0000000000
0.262000 2.7715966748 0.6155254405 0.0000000000 0.0000000000
0.263000 2.7722130761 0.6172768278 0.0000000000 0.0000000000
0.264000 2.7728312262 0.6190228948 0.0000000000 0.0000000000
