#   t       A            B            C            D
0.386000 0.8764164096 2.4080824460 0.1652767444 -0.2570795341
0.387000 0.8788243147 2.4077350300 0.1650196988 -0.2570190959
0.388000 0.8812318725 2.4073876351 0.1647627137 -0.2569586710
0.389000 0.8836390828 2.4070402615 0.1645057889 -0.2568982595
0.390000 0.8860459458 2.4066929092 0.1642489246 -0.2568378614
0.391000 0.8884524615 2.4063455785 0.1639921207 -0.2567774766
0.392000 0.8908586298 2.4059982694 0.1637353771 -0.2567171051
0.393000 0.8932644509 2.4056509821 0.1634786939 -0.2566567470
0.394000 0.8956699246 2.4053037168 0.1632220710 -0.2565964022
0.395000 0.8980750511 2.4049564735 0.1629655085 -0.2565360707
0.396000 0.9004798304 2.4046092524 0.1627090063 -0.2564757526
0.397000 0.9028842625 2.4042620535 0.1624525645 -0.2564154478
0.398000 0.9052883474 2.4039148770 0.1621961829 -0.2563551563
0.399000 0.9076920851 2.4035677230 0.1619398616 -0.2562948781
0.400000 0.9100954757 2.4032205917 0.1616836005 -0.2562346132
0.401000 0.9124985191 2.4028734830 0.1614273998 -0.2561743617
0.402000 0.9149012155 2.4025263971 0.1611712593 -0.2561141235
0.403000 0.9173035648 2.4021793341 0.1609151790 -0.2560538986
0.404000 0.9197055670 2.4018322940 0.1606591589 -0.2559936869
0.405000 0.9221072222 2.4014852770 0.1604031990 -0.2559334886
0.406000 0.9245085304 2.4011382832 0.1601472993 -0.2558733036
0.407000 0.9269094916 2.4007913126 0.1598914598 -0.2558131319
0.408000 0.9293101059 2.4004443653 0.1596356805 -0.2557529735
